OG	SAMP	assembly	size
OG585	OG585.ilmn.230302	OG585.ilmn.230302.v129mh.fna	0 B
OG585	OG585.ilmn.230419	OG585.ilmn.230419.v129mh.fna	670.037 MiB
OG586	OG586.ilmn.230302	OG586.ilmn.230302.v129mh.fna	0 B
OG586	OG586.ilmn.230419	OG586.ilmn.230419.v129mh.fna	686.447 MiB
OG587	OG587.ilmn.230302	OG587.ilmn.230302.v129mh.fna	0 B
OG587	OG587.ilmn.230419	OG587.ilmn.230419.v129mh.fna	737.591 MiB
OG588	OG588.ilmn.230302	OG588.ilmn.230302.v129mh.fna	0 B
OG588	OG588.ilmn.230419	OG588.ilmn.230419.v129mh.fna	717.614 MiB
OG589	OG589.ilmn.230302	OG589.ilmn.230302.v129mh.fna	0 B
OG589	OG589.ilmn.230419	OG589.ilmn.230419.v129mh.fna	584.542 MiB
OG590	OG590.ilmn.230302	OG590.ilmn.230302.v129mh.fna	0 B
OG590	OG590.ilmn.230419	OG590.ilmn.230419.v129mh.fna	627.551 MiB
OG591	OG591.ilmn.230302	OG591.ilmn.230302.v129mh.fna	0 B
OG591	OG591.ilmn.230419	OG591.ilmn.230419.v129mh.fna	596.718 MiB
OG592	OG592.ilmn.230302	OG592.ilmn.230302.v129mh.fna	0 B
OG592	OG592.ilmn.230419	OG592.ilmn.230419.v129mh.fna	1.085 GiB
OG593	OG593.ilmn.230302	OG593.ilmn.230302.v129mh.fna	0 B
OG593	OG593.ilmn.230419	OG593.ilmn.230419.v129mh.fna	451.457 MiB
OG594	OG594.ilmn.230302	OG594.ilmn.230302.v129mh.fna	0 B
OG594	OG594.ilmn.230419	OG594.ilmn.230419.v129mh.fna	381.038 MiB
OG595	OG595.ilmn.230302	OG595.ilmn.230302.v129mh.fna	0 B
OG595	OG595.ilmn.230419	OG595.ilmn.230419.v129mh.fna	769.791 MiB
OG596	OG596.ilmn.230302	OG596.ilmn.230302.v129mh.fna	0 B
OG596	OG596.ilmn.230419	OG596.ilmn.230419.v129mh.fna	538.912 MiB
OG597	OG597.ilmn.230302	OG597.ilmn.230302.v129mh.fna	0 B
OG597	OG597.ilmn.230419	OG597.ilmn.230419.v129mh.fna	634.034 MiB
OG598	OG598.ilmn.230302	OG598.ilmn.230302.v129mh.fna	0 B
OG598	OG598.ilmn.230419	OG598.ilmn.230419.v129mh.fna	634.953 MiB
OG599	OG599.ilmn.230302	OG599.ilmn.230302.v129mh.fna	0 B
OG599	OG599.ilmn.230419	OG599.ilmn.230419.v129mh.fna	555.828 MiB
OG600	OG600.ilmn.230302	OG600.ilmn.230302.v129mh.fna	0 B
OG600	OG600.ilmn.230419	OG600.ilmn.230419.v129mh.fna	459.503 MiB
OG601	OG601.ilmn.230302	OG601.ilmn.230302.v129mh.fna	0 B
OG601	OG601.ilmn.230419	OG601.ilmn.230419.v129mh.fna	461.173 MiB
OG602	OG602.ilmn.230302	OG602.ilmn.230302.v129mh.fna	0 B
OG602	OG602.ilmn.230419	OG602.ilmn.230419.v129mh.fna	0 B
OG603	OG603.ilmn.230302	OG603.ilmn.230302.v129mh.fna	0 B
OG603	OG603.ilmn.230419	OG603.ilmn.230419.v129mh.fna	555.829 MiB
OG604	OG604.ilmn.230302	OG604.ilmn.230302.v129mh.fna	0 B
OG604	OG604.ilmn.230419	OG604.ilmn.230419.v129mh.fna	634.603 MiB
OG605	OG605.ilmn.230302	OG605.ilmn.230302.v129mh.fna	0 B
OG605	OG605.ilmn.230419	OG605.ilmn.230419.v129mh.fna	557.450 MiB
OG606	OG606.ilmn.230302	OG606.ilmn.230302.v129mh.fna	0 B
OG606	OG606.ilmn.230419	OG606.ilmn.230419.v129mh.fna	563.456 MiB
OG607	OG607.ilmn.230302	OG607.ilmn.230302.v129mh.fna	0 B
OG607	OG607.ilmn.230419	OG607.ilmn.230419.v129mh.fna	1.056 GiB
OG608	OG608.ilmn.230302	OG608.ilmn.230302.v129mh.fna	0 B
OG608	OG608.ilmn.230419	OG608.ilmn.230419.v129mh.fna	569.758 MiB
OG609	OG609.ilmn.230302	OG609.ilmn.230302.v129mh.fna	0 B
OG609	OG609.ilmn.230419	OG609.ilmn.230419.v129mh.fna	573.230 MiB
OG610	OG610.ilmn.221003	OG610.ilmn.221003.v129mh.fna	0 B
OG611	OG611.ilmn.230302	OG611.ilmn.230302.v129mh.fna	0 B
OG611	OG611.ilmn.230419	OG611.ilmn.230419.v129mh.fna	0 B
OG612	OG612.ilmn.230302	OG612.ilmn.230302.v129mh.fna	0 B
OG612	OG612.ilmn.230419	OG612.ilmn.230419.v129mh.fna	493.129 MiB
OG613	OG613.ilmn.230302	OG613.ilmn.230302.v129mh.fna	0 B
OG613	OG613.ilmn.230419	OG613.ilmn.230419.v129mh.fna	596.134 MiB
OG614	OG614.ilmn.230302	OG614.ilmn.230302.v129mh.fna	0 B
OG614	OG614.ilmn.230419	OG614.ilmn.230419.v129mh.fna	660.951 MiB
OG615	OG615.ilmn.230302	OG615.ilmn.230302.v129mh.fna	0 B
OG615	OG615.ilmn.230419	OG615.ilmn.230419.v129mh.fna	665.163 MiB
OG616	OG616.ilmn.230302	OG616.ilmn.230302.v129mh.fna	0 B
OG616	OG616.ilmn.230419	OG616.ilmn.230419.v129mh.fna	0 B
OG617	OG617.ilmn.230302	OG617.ilmn.230302.v129mh.fna	0 B
OG617	OG617.ilmn.230419	OG617.ilmn.230419.v129mh.fna	0 B
OG617	OG617.ilmn.230607	OG617.ilmn.230607.v129mh.fna	0 B
OG617	OG617.ilmn.240813	OG617.ilmn.240813.v129mh.fna	678.328 MiB
OG618	OG618.ilmn.230302	OG618.ilmn.230302.v129mh.fna	0 B
OG618	OG618.ilmn.230419	OG618.ilmn.230419.v129mh.fna	0 B
OG618	OG618.ilmn.230607	OG618.ilmn.230607.v129mh.fna	0 B
OG619	OG619.ilmn.230302	OG619.ilmn.230302.v129mh.fna	0 B
OG619	OG619.ilmn.230419	OG619.ilmn.230419.v129mh.fna	0 B
OG619	OG619.ilmn.230607	OG619.ilmn.230607.v129mh.fna	0 B
OG620	OG620.ilmn.230302	OG620.ilmn.230302.v129mh.fna	0 B
OG620	OG620.ilmn.230419	OG620.ilmn.230419.v129mh.fna	0 B
OG621	OG621.ilmn.230302	OG621.ilmn.230302.v129mh.fna	0 B
OG621	OG621.ilmn.230419	OG621.ilmn.230419.v129mh.fna	776.328 MiB
OG622	OG622.ilmn.230302	OG622.ilmn.230302.v129mh.fna	0 B
OG622	OG622.ilmn.230419	OG622.ilmn.230419.v129mh.fna	765.772 MiB
OG623	OG623.ilmn.230302	OG623.ilmn.230302.v129mh.fna	0 B
OG623	OG623.ilmn.230419	OG623.ilmn.230419.v129mh.fna	0 B
OG624	OG624.ilmn.230302	OG624.ilmn.230302.v129mh.fna	0 B
OG624	OG624.ilmn.230419	OG624.ilmn.230419.v129mh.fna	666.481 MiB
OG630	OG630.ilmn.241003	OG630.ilmn.241003.v129mh.fna	0 B
OG631	OG631.ilmn.241003	OG631.ilmn.241003.v129mh.fna	0 B
OG632	OG632.ilmn.241003	OG632.ilmn.241003.v129mh.fna	0 B
OG633	OG633.ilmn.241003	OG633.ilmn.241003.v129mh.fna	0 B
OG634	OG634.ilmn.241003	OG634.ilmn.241003.v129mh.fna	0 B
OG635	OG635.ilmn.241003	OG635.ilmn.241003.v129mh.fna	0 B
OG636	OG636.ilmn.241003	OG636.ilmn.241003.v129mh.fna	0 B
OG638	OG638.ilmn.241003	OG638.ilmn.241003.v129mh.fna	0 B
OG639	OG639.ilmn.241003	OG639.ilmn.241003.v129mh.fna	0 B
OG640	OG640.ilmn.241003	OG640.ilmn.241003.v129mh.fna	0 B
OG641	OG641.ilmn.241003	OG641.ilmn.241003.v129mh.fna	0 B
OG642	OG642.ilmn.241003	OG642.ilmn.241003.v129mh.fna	0 B
OG643	OG643.ilmn.241003	OG643.ilmn.241003.v129mh.fna	0 B
OG644	OG644.ilmn.241003	OG644.ilmn.241003.v129mh.fna	0 B
OG653	OG653.ilmn.240313	OG653.ilmn.240313.v129mh.fna	800.005 MiB
OG655	OG655.ilmn.240313	OG655.ilmn.240313.v129mh.fna	1.173 GiB
OG656	OG656.ilmn.240313	OG656.ilmn.240313.v129mh.fna	904.084 MiB
OG661	OG661.ilmn.240313	OG661.ilmn.240313.v129mh.fna	986.680 MiB
OG663	OG663.ilmn.240313	OG663.ilmn.240313.v129mh.fna	905.406 MiB
OG666	OG666.ilmn.240313	OG666.ilmn.240313.v129mh.fna	1.084 GiB
OG667	OG667.ilmn.240716	OG667.ilmn.240716.v129mh.fna	1.047 GiB
OG668	OG668.ilmn.240313	OG668.ilmn.240313.v129mh.fna	1.181 GiB
OG670	OG670.ilmn.240313	OG670.ilmn.240313.v129mh.fna	900.518 MiB
OG671	OG671.ilmn.240313	OG671.ilmn.240313.v129mh.fna	1.019 GiB
OG674	OG674.ilmn.240716	OG674.ilmn.240716.v129mh.fna	586.110 MiB
OG677	OG677.ilmn.240313	OG677.ilmn.240313.v129mh.fna	641.451 MiB
OG682	OG682.ilmn.240716	OG682.ilmn.240716.v129mh.fna	945.375 MiB
OG684	OG684.ilmn.240313	OG684.ilmn.240313.v129mh.fna	1.031 GiB
OG685	OG685.ilmn.240313	OG685.ilmn.240313.v129mh.fna	1003.817 MiB
OG687	OG687.ilmn.240313	OG687.ilmn.240313.v129mh.fna	1.037 GiB
OG688	OG688.ilmn.240313	OG688.ilmn.240313.v129mh.fna	586.050 MiB
OG689	OG689.ilmn.240313	OG689.ilmn.240313.v129mh.fna	1013.262 MiB
OG690	OG690.ilmn.240716	OG690.ilmn.240716.v129mh.fna	1.053 GiB
OG691	OG691.ilmn.240716	OG691.ilmn.240716.v129mh.fna	1.024 GiB
OG692	OG692.ilmn.240716	OG692.ilmn.240716.v129mh.fna	920.686 MiB
OG693	OG693.ilmn.240716	OG693.ilmn.240716.v129mh.fna	1.075 GiB
OG694	OG694.ilmn.240716	OG694.ilmn.240716.v129mh.fna	779.779 MiB
OG697	OG697.ilmn.240716	OG697.ilmn.240716.v129mh.fna	1.045 GiB
OG698	OG698.ilmn.240716	OG698.ilmn.240716.v129mh.fna	987.686 MiB
OG700	OG700.ilmn.240716	OG700.ilmn.240716.v129mh.fna	1.105 GiB
OG703	OG703.ilmn.240313	OG703.ilmn.240313.v129mh.fna	602.004 MiB
OG705	OG705.ilmn.240813	OG705.ilmn.240813.v129mh.fna	2.597 GiB
OG736	OG736.ilmn.240813	OG736.ilmn.240813.v129mh.fna	819.161 MiB
OG753	OG753.ilmn.240813	OG753.ilmn.240813.v129mh.fna	1.021 GiB
OG754	OG754.ilmn.240716	OG754.ilmn.240716.v129mh.fna	653.863 MiB
OG761	OG761.ilmn.240716	OG761.ilmn.240716.v129mh.fna	562.392 MiB
OG764	OG764.ilmn.240716	OG764.ilmn.240716.v129mh.fna	1.012 GiB
OG768	OG768.ilmn.240716	OG768.ilmn.240716.v129mh.fna	627.529 MiB
OG780	OG780.ilmn.240716	OG780.ilmn.240716.v129mh.fna	824.103 MiB
OG782	OG782.ilmn.240716	OG782.ilmn.240716.v129mh.fna	932.340 MiB
OG783	OG783.ilmn.240716	OG783.ilmn.240716.v129mh.fna	1.006 GiB
OG792	OG792.ilmn.240716	OG792.ilmn.240716.v129mh.fna	950.945 MiB
OG795	OG795.ilmn.240716	OG795.ilmn.240716.v129mh.fna	741.862 MiB
OG796	OG796.ilmn.240716	OG796.ilmn.240716.v129mh.fna	709.091 MiB
OG797	OG797.ilmn.240716	OG797.ilmn.240716.v129mh.fna	984.192 MiB
OG798	OG798.ilmn.240716	OG798.ilmn.240716.v129mh.fna	1.005 GiB
OG809	OG809.ilmn.240716	OG809.ilmn.240716.v129mh.fna	650.775 MiB
OG812	OG812.ilmn.240716	OG812.ilmn.240716.v129mh.fna	887.256 MiB
OG814	OG814.ilmn.240716	OG814.ilmn.240716.v129mh.fna	906.876 MiB
OG816	OG816.ilmn.240716	OG816.ilmn.240716.v129mh.fna	805.729 MiB
OG817	OG817.ilmn.240716	OG817.ilmn.240716.v129mh.fna	770.065 MiB
OG823	OG823.ilmn.240716	OG823.ilmn.240716.v129mh.fna	932.488 MiB
OG825	OG825.ilmn.240716	OG825.ilmn.240716.v129mh.fna	1.065 GiB
OG826	OG826.ilmn.240813	OG826.ilmn.240813.v129mh.fna	1.150 GiB
OG827	OG827.ilmn.240716	OG827.ilmn.240716.v129mh.fna	1.045 GiB
OG831	OG831.ilmn.240716	OG831.ilmn.240716.v129mh.fna	695.270 MiB
OG832	OG832.ilmn.240813	OG832.ilmn.240813.v129mh.fna	1.050 GiB
OG833	OG833.ilmn.240716	OG833.ilmn.240716.v129mh.fna	682.310 MiB
OG841	OG841.ilmn.240813	OG841.ilmn.240813.v129mh.fna	2.098 GiB
OG842	OG842.ilmn.240813	OG842.ilmn.240813.v129mh.fna	2.186 GiB
OG843	OG843.ilmn.240813	OG843.ilmn.240813.v129mh.fna	2.133 GiB
OG850	OG850.ilmn.240716	OG850.ilmn.240716.v129mh.fna	688.022 MiB
OG851	OG851.ilmn.240716	OG851.ilmn.240716.v129mh.fna	688.290 MiB
OG870	OG870.ilmn.241108	OG870.ilmn.241108.v129mh.fna	0 B
OG871	OG871.ilmn.241108	OG871.ilmn.241108.v129mh.fna	0 B
OG872	OG872.ilmn.241101	OG872.ilmn.241101.v129mh.fna	0 B
OG873	OG873.ilmn.241108	OG873.ilmn.241108.v129mh.fna	0 B
OG874	OG874.ilmn.241101	OG874.ilmn.241101.v129mh.fna	0 B
OG875	OG875.ilmn.241101	OG875.ilmn.241101.v129mh.fna	0 B
OG876	OG876.ilmn.241108	OG876.ilmn.241108.v129mh.fna	0 B
OG877	OG877.ilmn.241108	OG877.ilmn.241108.v129mh.fna	0 B
OG878	OG878.ilmn.241108	OG878.ilmn.241108.v129mh.fna	0 B
OG879	OG879.ilmn.241108	OG879.ilmn.241108.v129mh.fna	0 B
OG880	OG880.ilmn.241108	OG880.ilmn.241108.v129mh.fna	0 B
OG881	OG881.ilmn.241108	OG881.ilmn.241108.v129mh.fna	0 B
OG882	OG882.ilmn.241108	OG882.ilmn.241108.v129mh.fna	0 B
OG883	OG883.ilmn.241108	OG883.ilmn.241108.v129mh.fna	0 B
OG884	OG884.ilmn.241108	OG884.ilmn.241108.v129mh.fna	0 B
OG885	OG885.ilmn.241108	OG885.ilmn.241108.v129mh.fna	0 B
OG886	OG886.ilmn.241108	OG886.ilmn.241108.v129mh.fna	0 B
OG887	OG887.ilmn.241108	OG887.ilmn.241108.v129mh.fna	0 B
OG888	OG888.ilmn.241108	OG888.ilmn.241108.v129mh.fna	0 B
OG889	OG889.ilmn.241108	OG889.ilmn.241108.v129mh.fna	0 B
OG890	OG890.ilmn.241108	OG890.ilmn.241108.v129mh.fna	0 B
OG891	OG891.ilmn.241108	OG891.ilmn.241108.v129mh.fna	0 B
OG892	OG892.ilmn.241108	OG892.ilmn.241108.v129mh.fna	0 B
OG896	OG896.ilmn.241108	OG896.ilmn.241108.v129mh.fna	0 B
OG901	OG901.ilmn.241108	OG901.ilmn.241108.v129mh.fna	0 B
OG902	OG902.ilmn.241108	OG902.ilmn.241108.v129mh.fna	0 B
OG903	OG903.ilmn.241108	OG903.ilmn.241108.v129mh.fna	0 B
OG905	OG905.ilmn.241108	OG905.ilmn.241108.v129mh.fna	0 B
OG911	OG911.ilmn.241003	OG911.ilmn.241003.v129mh.fna	0 B
OG912	OG912.ilmn.241003	OG912.ilmn.241003.v129mh.fna	0 B
OG913	OG913.ilmn.241003	OG913.ilmn.241003.v129mh.fna	0 B
OG915	OG915.ilmn.241003	OG915.ilmn.241003.v129mh.fna	0 B
OG916	OG916.ilmn.241003	OG916.ilmn.241003.v129mh.fna	0 B
OG917	OG917.ilmn.241003	OG917.ilmn.241003.v129mh.fna	0 B
OG918	OG918.ilmn.241003	OG918.ilmn.241003.v129mh.fna	0 B
OG919	OG919.ilmn.241003	OG919.ilmn.241003.v129mh.fna	0 B
OG920	OG920.ilmn.241003	OG920.ilmn.241003.v129mh.fna	0 B
OG921	OG921.ilmn.241003	OG921.ilmn.241003.v129mh.fna	0 B
OG922	OG922.ilmn.241003	OG922.ilmn.241003.v129mh.fna	0 B
OG923	OG923.ilmn.241003	OG923.ilmn.241003.v129mh.fna	0 B
OG924	OG924.ilmn.241003	OG924.ilmn.241003.v129mh.fna	0 B
OG925	OG925.ilmn.241003	OG925.ilmn.241003.v129mh.fna	0 B
OG926	OG926.ilmn.241003	OG926.ilmn.241003.v129mh.fna	0 B
OG927	OG927.ilmn.241003	OG927.ilmn.241003.v129mh.fna	0 B
OG928	OG928.ilmn.241003	OG928.ilmn.241003.v129mh.fna	0 B
OG929	OG929.ilmn.241003	OG929.ilmn.241003.v129mh.fna	0 B
OG930	OG930.ilmn.241003	OG930.ilmn.241003.v129mh.fna	0 B
OG931	OG931.ilmn.241003	OG931.ilmn.241003.v129mh.fna	0 B
OG932	OG932.ilmn.241003	OG932.ilmn.241003.v129mh.fna	0 B
OG933	OG933.ilmn.241003	OG933.ilmn.241003.v129mh.fna	0 B
OG934	OG934.ilmn.241003	OG934.ilmn.241003.v129mh.fna	0 B
OG935	OG935.ilmn.241003	OG935.ilmn.241003.v129mh.fna	0 B
OG936	OG936.ilmn.241003	OG936.ilmn.241003.v129mh.fna	0 B
OG937	OG937.ilmn.241003	OG937.ilmn.241003.v129mh.fna	0 B
OG938	OG938.ilmn.241003	OG938.ilmn.241003.v129mh.fna	0 B
OG939	OG939.ilmn.241003	OG939.ilmn.241003.v129mh.fna	0 B
OG940	OG940.ilmn.241003	OG940.ilmn.241003.v129mh.fna	0 B
OG941	OG941.ilmn.241003	OG941.ilmn.241003.v129mh.fna	0 B
OG942	OG942.ilmn.241003	OG942.ilmn.241003.v129mh.fna	0 B
OG943	OG943.ilmn.241003	OG943.ilmn.241003.v129mh.fna	0 B
OG944	OG944.ilmn.241003	OG944.ilmn.241003.v129mh.fna	0 B
OG945	OG945.ilmn.241003	OG945.ilmn.241003.v129mh.fna	0 B
OG946	OG946.ilmn.241003	OG946.ilmn.241003.v129mh.fna	0 B
OG949	OG949.ilmn.241003	OG949.ilmn.241003.v129mh.fna	0 B
OG950	OG950.ilmn.241003	OG950.ilmn.241003.v129mh.fna	0 B
OG951	OG951.ilmn.241003	OG951.ilmn.241003.v129mh.fna	0 B
OG952	OG952.ilmn.241003	OG952.ilmn.241003.v129mh.fna	0 B
OG953	OG953.ilmn.241003	OG953.ilmn.241003.v129mh.fna	0 B
OG954	OG954.ilmn.241003	OG954.ilmn.241003.v129mh.fna	0 B
OG956	OG956.ilmn.241003	OG956.ilmn.241003.v129mh.fna	0 B
OG957	OG957.ilmn.241003	OG957.ilmn.241003.v129mh.fna	0 B
OG958	OG958.ilmn.241003	OG958.ilmn.241003.v129mh.fna	0 B
OG959	OG959.ilmn.241003	OG959.ilmn.241003.v129mh.fna	0 B
OG960	OG960.ilmn.241003	OG960.ilmn.241003.v129mh.fna	0 B
OG961	OG961.ilmn.241003	OG961.ilmn.241003.v129mh.fna	0 B
OG962	OG962.ilmn.241003	OG962.ilmn.241003.v129mh.fna	0 B
OG963	OG963.ilmn.241003	OG963.ilmn.241003.v129mh.fna	0 B
OG964	OG964.ilmn.241003	OG964.ilmn.241003.v129mh.fna	0 B
OG965	OG965.ilmn.241003	OG965.ilmn.241003.v129mh.fna	0 B
OG1042	OG1042.ilmn.241003	OG1042.ilmn.241003.v129mh.fna	0 B
OG1043	OG1043.ilmn.241003	OG1043.ilmn.241003.v129mh.fna	0 B
OG1045	OG1045.ilmn.241003	OG1045.ilmn.241003.v129mh.fna	0 B
OG1047	OG1047.ilmn.241003	OG1047.ilmn.241003.v129mh.fna	0 B
OG1071	OG1071.ilmn.241003	OG1071.ilmn.241003.v129mh.fna	0 B
OG1072	OG1072.ilmn.241003	OG1072.ilmn.241003.v129mh.fna	0 B
OG1073	OG1073.ilmn.241003	OG1073.ilmn.241003.v129mh.fna	0 B
OG1074	OG1074.ilmn.241003	OG1074.ilmn.241003.v129mh.fna	0 B
